index,grade,capture_type,source_path,output_path,segmented,width,height,area_px
108,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105720.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105720.jpg,True,467,483,210831.0
109,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105733.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105733.jpg,True,480,501,218532.0
110,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105747.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105747.jpg,True,480,503,212916.0
111,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105836.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105836.jpg,True,473,493,212941.5
112,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105927.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105927.jpg,True,476,495,212797.5
113,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_105946.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_105946.jpg,True,463,483,204018.0
114,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110001.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110001.jpg,True,466,486,205718.5
115,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110017.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110017.jpg,True,465,493,204160.5
116,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110109.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110109.jpg,True,471,486,203767.5
117,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110122.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110122.jpg,True,463,489,199650.5
118,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110150.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110150.jpg,True,453,482,198493.0
119,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110224.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110224.jpg,True,462,480,207952.0
120,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110239.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110239.jpg,True,466,490,207418.5
121,5,phone,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9 - 5\20250912_110251.jpg,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\5\phone__20250912_110251.jpg,True,464,493,204743.0
122,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0022.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0022.jpg,True,340,327,103569.0
123,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0023.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0023.jpg,True,376,381,138974.0
124,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0024-1.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0024-1.jpg,True,489,489,230066.0
125,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0024.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0024.jpg,True,272,272,70888.5
126,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0026.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0026.jpg,True,228,232,47508.5
127,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0027.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0027.jpg,True,221,213,44270.0
128,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0028.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0028.jpg,True,272,268,69660.5
129,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0029.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0029.jpg,True,219,211,42864.5
130,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0030.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0030.jpg,True,219,214,44409.0
131,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0031.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0031.jpg,True,232,232,50049.5
132,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0032.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0032.jpg,True,258,258,62509.5
133,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0033.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0033.jpg,True,244,240,56337.5
134,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0034.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0034.jpg,True,244,240,55658.5
135,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0035.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0035.jpg,True,230,230,50076.0
136,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0036.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0036.jpg,True,227,230,49155.5
137,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0037.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0037.jpg,True,240,240,54635.0
138,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0038.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0038.jpg,True,242,239,54170.0
139,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0039.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0039.jpg,True,238,240,51936.5
140,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0040.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0040.jpg,True,248,251,59129.0
141,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0041.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0041.jpg,True,249,254,57877.5
142,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0042.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0042.jpg,True,247,250,56496.5
143,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0043-1.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0043-1.jpg,True,478,465,211111.0
144,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0043.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0043.jpg,True,233,228,50300.0
145,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0044.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0044.jpg,True,331,214,56246.5
146,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0045.JPG,,False,,,
147,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0046.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0046.jpg,True,517,431,136675.5
148,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0047.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0047.jpg,True,328,288,83405.0
149,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0048.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0048.jpg,True,379,350,119107.5
150,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0049.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0049.jpg,True,394,365,124922.5
151,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0050.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0050.jpg,True,287,268,68041.0
152,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0051.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0051.jpg,True,275,296,74967.0
153,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0052.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0052.jpg,True,345,316,100409.0
154,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0053.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0053.jpg,True,354,322,101609.5
155,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0054.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0054.jpg,True,374,355,122848.5
156,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0055.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0055.jpg,True,328,314,76707.5
157,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0056.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0056.jpg,True,329,304,64345.5
158,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0057.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0057.jpg,True,369,350,116326.5
159,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0058.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0058.jpg,True,386,357,116496.5
160,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0059.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0059.jpg,True,369,336,97822.0
161,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0060.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0060.jpg,True,367,325,94942.5
162,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0061.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0061.jpg,True,354,326,97154.0
163,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0062.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0062.jpg,True,383,358,122478.0
164,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0063.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0063.jpg,True,413,377,136492.0
165,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0222.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0222.jpg,True,326,324,100114.0
166,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0223.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0223.jpg,True,288,285,78871.5
167,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0224.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0224.jpg,True,298,296,86115.5
168,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0225.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0225.jpg,True,313,312,92959.5
169,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0226.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0226.jpg,True,302,310,85936.0
170,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0227.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0227.jpg,True,288,290,80454.5
171,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0228.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0228.jpg,True,331,331,105049.0
172,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0229.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0229.jpg,True,321,326,96916.5
173,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0230.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0230.jpg,True,355,350,111318.5
174,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0231.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0231.jpg,True,324,322,98753.0
175,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0232.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0232.jpg,True,309,313,86283.0
176,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0233.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0233.jpg,True,328,324,100071.5
177,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0234.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0234.jpg,True,360,356,116724.5
178,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0235.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0235.jpg,True,313,312,86435.5
179,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0236.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0236.jpg,True,281,282,76086.5
180,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0237.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0237.jpg,True,294,295,79406.5
181,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0238.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0238.jpg,True,287,288,78534.5
182,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0239.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0239.jpg,True,280,282,70763.0
183,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0240.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0240.jpg,True,283,286,77950.5
184,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0241.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0241.jpg,True,286,287,78545.5
185,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0242.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0242.jpg,True,353,356,117927.5
186,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0243.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0243.jpg,True,326,327,99429.0
187,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0244.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0244.jpg,True,299,303,87168.5
188,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0245.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0245.jpg,True,310,307,88193.5
189,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0246.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0246.jpg,True,332,336,109274.5
190,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0247.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0247.jpg,True,320,322,98932.0
191,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0248.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0248.jpg,True,327,324,103528.0
192,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0249.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0249.jpg,True,340,342,111296.5
193,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0250.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0250.jpg,True,341,340,107242.5
194,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0251.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0251.jpg,True,336,341,111324.0
195,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0252.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0252.jpg,True,331,330,100466.0
196,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0253.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0253.jpg,True,313,311,91216.0
197,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0254.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0254.jpg,True,344,350,113328.5
198,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0255.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0255.jpg,True,341,343,113016.0
199,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0256.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0256.jpg,True,297,299,83595.5
200,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0257.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0257.jpg,True,350,352,116143.5
201,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0258.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0258.jpg,True,341,345,110289.5
202,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0259.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0259.jpg,True,336,333,108396.5
203,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0260.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0260.jpg,True,343,345,114996.0
204,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0261.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0261.jpg,True,332,336,109028.0
205,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0262.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0262.jpg,True,330,330,103221.0
206,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0263.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0263.jpg,True,319,318,97255.5
207,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0264.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0264.jpg,True,276,274,71146.5
208,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0265.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0265.jpg,True,301,305,85244.5
209,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0266.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0266.jpg,True,319,317,93996.0
210,3A,dslr,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\9x9-3a(Cam)\DSC_0267.JPG,C:\Users\MithunvelKL\PycharmProjects\Tile_Sorting\data\roboflow_dataset\3A\dslr__DSC_0267.jpg,True,329,329,102131.5
